"","us-bibliographic-data-grant.publication-reference1","us-bibliographic-data-grant.publication-reference2","us-bibliographic-data-grant.publication-reference3","us-bibliographic-data-grant.publication-reference4","us-bibliographic-data-grant.application-reference1","us-bibliographic-data-grant.application-reference2","us-bibliographic-data-grant.application-reference3","us-bibliographic-data-grant.application-reference..attrs.appl-type","us-bibliographic-data-grant.us-application-series-code","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","us-bibliographic-data-grant.invention-title.text","us-bibliographic-data-grant.invention-title..attrs.id","us-bibliographic-data-grant.number-of-claims","us-bibliographic-data-grant.us-exemplary-claim","us-bibliographic-data-grant.us-parties.us-applicants.address.city","us-bibliographic-data-grant.us-parties.us-applicants.address.country","us-bibliographic-data-grant.us-parties.us-applicants.country","us-bibliographic-data-grant.us-parties.us-applicants.sequence","us-bibliographic-data-grant.us-parties.us-applicants.app-type","us-bibliographic-data-grant.us-parties.us-applicants.designation","us-bibliographic-data-grant.us-parties.inventors1","us-bibliographic-data-grant.us-parties.inventors2","us-bibliographic-data-grant.us-parties.inventors.city","us-bibliographic-data-grant.us-parties.inventors.country","us-bibliographic-data-grant.us-parties.inventors.sequence","us-bibliographic-data-grant.us-parties.inventors.designation","NA","NA","NA","NA","NA","NA","NA","description..attrs.id","us-claim-statement","claims..attrs.id",".attrs.lang",".attrs.dtd-version",".attrs.file",".attrs.status",".attrs.id",".attrs.country",".attrs.date-produced",".attrs.date-publ"
"xml","US","09648917","B2","20170516","US","14720665","20150522","utility","14","20060101","A","A","41","D","1","14","F","I","20170516","US","B","H","Detachable clothing","d2e43","20","1","Corona","US","US","001","applicant","us-only","Griffith","Jeoaux P.","Corona","US","001","us-only","abstract","1. Field","p-0002","0001","BACKGROUND","h-0001","1","description","What is claimed is:","claims","EN","v4.5 2014-04-03","US09648917-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09648918","B2","20170516","US","13278433","20111021","utility","13","20060101","A","A","41","D","27","20","F","I","20170516","US","B","H","Personal item protector apparatus","d2e53","4","1","Irvine","US","US","001","applicant","us-only","Grady","Victor Eugene","Irvine","US","001","us-only","abstract","This application claims the benefit of, and priority to, U.S. Provisional Application No. 61/406,935, filed on Oct. 26, 2010, entitled “Eyewear Protection Apparatus,” which is incorporated by reference in its entirety for all purposes.","p-0002","0001","CROSS-REFERENCE TO RELATED APPLICATION(S)","h-0001","1","description","What is claimed is:","claims","EN","v4.5 2014-04-03","US09648918-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09648919","B2","20170516","US","14730649","20150604","utility","14","20060101","A","F","21","S","6","00","F","I","20170516","US","B","H","Modular tree with rotation-lock electrical connectors","d2e43","20","1","Taipei","TW","TW","001","applicant","us-only","Chen","Johnny","Taipei","TW","001","us-only","abstract","The present application is a continuation of U.S. patent application Ser. No. 13/853,644, filed Mar. 29, 2013, which claims the benefit of U.S. Provisional Application No. 61/780,381 filed Mar. 13, 2013, U.S. Provisional Application No. 61/656,752, filed Jun. 7, 2012, and U.S. Provisional Application No. 61/643,968 filed May 8, 2012, all of which are incorporated herein in their entireties by reference.","p-0002","0001","RELATED APPLICATIONS","h-0001","1","description","What is claimed:","claims","EN","v4.5 2014-04-03","US09648919-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09648920","B1","20170516","US","15261273","20160909","utility","15","20060101","A","A","42","B","3","20","F","I","20170516","US","B","H","Face mask mounting apparatus for contact sports helmets","d2e43","10","1","Waterloo","CA","CA","001","applicant","us-only","Kuntz","Carl","Waterloo","CA","001","us-only","abstract","The present invention relates generally to contact sports helmets, and more particularly to improvements in face mask mounting means for contact sports helmets.","p-0002","0001","FIELD OF THE INVENTION","h-0001","1","description","The invention claimed is:","claims","EN","v4.5 2014-04-03","US09648920-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09648921","B2","20170516","US","13491917","20120608","utility","13","20060101","A","A","43","B","21","36","F","I","20170516","US","B","H","Reconfigurable shoe","d2e53","9","1","Las Vegas","US","US","001","applicant","us-only","Weller","Axel","Las Vegas","US","001","us-only","abstract","The embodiments of the present invention relate to a shoe having an adjustable footbed and interchangeable heels.","p-0002","0001","FIELD OF THE INVENTION","h-0001","1","description","We claim:","claims","EN","v4.5 2014-04-03","US09648921-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09648922","B2","20170516","US","14687000","20150415","utility","14","20100101","A","B","29","D","35","14","F","I","20170516","US","B","H","Skate and method of manufacture","d2e43","15","1","Montreal","CA","CA","001","applicant","us-only","Koyess","Philippe","Orford","CA","001","us-only","abstract","This application claims priority from provisional application No. 61/979,725 filed Apr. 15, 2014, the entire contents of which is incorporated by reference herein.","p-0002","0001","CROSS-REFERENCE TO RELATED APPLICATIONS","h-0001","1","description","The invention claimed is:","claims","EN","v4.5 2014-04-03","US09648922-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09648923","B2","20170516","US","14510847","20141009","utility","14","20100101","A","B","29","D","35","14","F","I","20170516","US","B","H","Mold and method for making heterogeneous composite outer shoe sole","d2e53","4","1","Taichung","TW","TW","001","applicant","us-only","Shiao","Jui-Fen","Taichung","TW","001","us-only","abstract","Technical Field","p-0002","0001","BACKGROUND OF THE INVENTION","h-0001","1","description","What is claimed is:","claims","EN","v4.5 2014-04-03","US09648923-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09648924","B2","20170516","US","14077987","20131112","utility","14","20060101","A","A","43","B","5","00","F","I","20170516","US","B","H","Articulated sole structure with sipes forming hexagonal sole elements","d2e53","16","1","Beaverton","US","US","001","applicant","us-only","Hull","Zachary E.","Portland","US","001","us-only","abstract","Conventional articles of footwear often include two primary components: an upper and a sole structure. The upper provides a covering for the foot and securely positions the foot relative to the sole structure. The sole structure is secured to a lower surface of the upper and configured so as to be positioned between the foot and the ground when a wearer is standing, walking or running. Sole structures are often designed so as to cushion, protect and support the foot. Sole structures may also be designed so as to increase traction and to help control potentially harmful foot motion such as overpronation.","p-0002","0001","BACKGROUND","h-0001","1","description","What is claimed is:","claims","EN","v4.5 2014-04-03","US09648924-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09648925","B2","20170516","US","14862909","20150923","utility","14","20060101","A","A","43","B","13","18","F","I","20170516","US","B","H","Footwear devices","d2e43","15","1","Bronx","US","US","001","applicant","us-only","Kramer","Hyman","Bronx","US","001","us-only","abstract","Gait varies from person to person depending on the biomechanical characteristics or other factors.","p-0002","0001","BACKGROUND","h-0001","1","description","What is claimed is:","claims","EN","v4.5 2014-04-03","US09648925-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09648926","B2","20170516","US","14494202","20140923","utility","14","20060101","A","A","43","D","1","02","F","I","20170516","US","B","H","Footwear recommendations from foot scan data describing feet of a user","d2e53","22","1","Delray Beach","US","US","001","applicant","us-only","Marks","William H.","Delray Beach","US","001","us-only","abstract","Many users seek to find comfortable shoes or shoes that fit in a medical or physiological context. In some instances, a user may visit multiple retailers and try on many shoes before finding a pair of shoes that satisfy the user's needs. In other instances, a user may make several purchases and returns through an online site to obtain a desired pair of shoes. These processes of purchasing shoes are often time consuming and create frustrated users who are unable to find shoes that fit properly and meet their needs. Further, these processes waste time and money.","p-0002","0001","BACKGROUND","h-0001","1","description","What is claimed is:","claims","EN","v4.5 2014-04-03","US09648926-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09648927","B2","20170516","US","14789385","20150701","utility","14","20060101","A","D","04","B","21","20","F","I","20170516","US","B","H","Warp-knitted tape of zipper","d2e71","9","1","Changhua County","TW","TW","001","applicant","us-only","Hung","Da-An","Changhua County","TW","001","us-only","abstract","This application claims the benefit of Taiwan Patent Application Serial No. 104203002, filed Feb. 26, 2015, the disclosures of which are incorporated herein by reference.","p-0002","0001","CROSS-REFERENCE TO RELATED APPLICATION AND CLAIM OF PRIORITY","h-0001","1","description","What is claimed is:","claims","EN","v4.5 2014-04-03","US09648927-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09648928","B2","20170516","US","14668120","20150325","utility","14","20060101","A","A","44","C","5","06","F","I","20170516","US","B","H","Expandable band","d2e43","12","1","Cupertino","US","US","001","applicant","us-only","Hatanaka","Motohide","Tokyo-to","JP","001","us-only","abstract","This application is a nonprovisional patent application of and claims the benefit of U.S. Provisional Patent Application No. 62/129,513, filed Mar. 6, 2015 and titled “Expandable Band,” the disclosure of which is hereby incorporated herein by reference in its entirety.","p-0002","0001","CROSS-REFERENCE TO RELATED APPLICATION","h-0001","1","description","We claim:","claims","EN","v4.5 2014-04-03","US09648928-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09648929","B2","20170516","US","15140798","20160428","utility","15","20060101","A","A","44","C","7","00","F","I","20170516","US","B","H","Interchangeable hoop earring covers and methods of making and using the same","d2e43","9","1","Pinehurst","US","US","001","applicant","us-only","Tew","Arthur Henry","Pinehurst","US","001","us-only","abstract","This application claims the benefit of U.S. Provisional Patent Application No. 62/154,816, filed Apr. 30, 2015, the entire disclosure of which is hereby incorporated by reference.","p-0002","0001","CROSS-REFERENCE TO RELATED APPLICATION","h-0001","1","description","What is claimed is:","claims","EN","v4.5 2014-04-03","US09648929-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09648930","B1","20170516","US","15083634","20160329","utility","15","20060101","A","A","45","B","23","00","F","I","20170516","US","B","H","Floatable umbrella with self-ballasting member","d2e43","6","1","Coconut Creek","US","US","001","applicant","us-only","Mejia","Jaime","Coconut Creek","US","001","us-only","abstract","Not Applicable","p-0002","0001","CROSS REFERENCES TO RELATED APPLICATIONS","h-0001","1","description","The inventor claims:","claims","EN","v4.5 2014-04-03","US09648930-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09648931","B2","20170516","US","14602454","20150122","utility","14","20060101","A","A","45","C","1","06","F","I","20170516","US","B","H","Wallet with securing strap","d2e43","2","1","Pasadena","US","US","001","applicant","us-only","Sha","Robert","Pasadena","US","001","us-only","abstract","This application is a Continuation-in-Part of U.S. patent application Ser. No. 29/439,460, entitled “Wallet,” filed Dec. 11, 2012 the contents of which are incorporated herein by reference in their entirety.","p-0002","0001","CROSS-REFERENCE TO RELATED APPLICATION","h-0001","1","description","What is claimed is:","claims","EN","v4.5 2014-04-03","US09648931-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09648932","B2","20170516","US","13592459","20120823","utility","13","20060101","A","A","45","C","3","06","F","I","20170516","US","B","H","Interchangeable pocket system for handbags","d2e53","13","1","Columbus","US","US","001","applicant","us-only","Johnson","Christy Anne","Columbus","US","001","us-only","abstract","Not Applicable","p-0002","0001","CROSS-REFERENCE TO RELATED APPLICATIONS","h-0001","1","description","What is claimed is:","claims","EN","v4.5 2014-04-03","US09648932-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09648933","B2","20170516","US","14675983","20150401","utility","14","20060101","A","B","65","D","85","00","F","I","20170516","US","B","H","Multi-purpose modular travel and packaging bag","d2e43","30","1","Jersey City","US","US","001","applicant","us-only","Munoz","Alfredo","Jersey City","US","001","us-only","abstract","The present invention generally relates to a travel bag or a packaging container. Specifically, embodiments of the present invention are directed toward a modular travel, garment bag or similar container system that can be customized based on the needs of the user. Furthermore, the various modules or segments of the bag may have different shapes and sizes so as to be adapted to carry items, with such modules or segments being combinable in varying arrangements to provide a flexibly configured bag that is suitable for a variety of uses. The present invention also relates to a packaging system for suits, blazers and jackets from garment, fashion and retail brands.","p-0002","0001","FIELD OF THE INVENTION","h-0001","1","description","The invention claimed is:","claims","EN","v4.5 2014-04-03","US09648933-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09648934","B2","20170516","US","14705987","20150507","utility","14","20060101","A","H","04","N","5","225","F","I","20170516","US","B","H","Camera bag","d2e71","8","1","Hong Kong","HK","HK","001","applicant","us-only","Tang","Ming Kai","Hong Kong","HK","001","us-only","abstract","This application claims priority of Chinese patent application No. 201420508517.7 filed on Sep. 4, 2014, the contents of which all hereby incorporated by reference.","p-0002","0001","CROSS REFERENCE TO RELATED APPLICATIONS","h-0001","1","description","What is claimed is:","claims","EN","v4.5 2014-04-03","US09648934-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09648935","B2","20170516","US","14151559","20140109","utility","14","20060101","A","A","45","D","1","04","F","I","20170516","US","B","H","Hair curling devices and related systems and methods","d2e51","28","1","Port Washington","US","US","001","applicant","us-only","Lee","Kyoung Hak","Plainview","US","001","us-only","abstract","This application claims the benefit of U.S. Provisional Patent Application Ser. No. 61/901,969 filed Nov. 8, 2013, entitled “Hair Curling Devices and Related Systems and Methods,” the contents of which are hereby incorporated herein by reference in their entirety.","p-0002","0001","RELATED APPLICATIONS","h-0001","1","description","What is claimed is:","claims","EN","v4.5 2014-04-03","US09648935-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09648936","B2","20170516","US","14964087","20151209","utility","14","20060101","A","A","45","D","1","04","F","I","20170516","US","B","H","Hair styling apparatuses and related methods","d2e51","20","1","Port Washington","US","US","001","applicant","us-only","Lee","Kyoung Hak","Plainview","US","001","us-only","abstract","The present application is a Continuation of U.S. patent application Ser. No. 14/151,559, filed on Jan. 9, 2014, which claims the benefit of U.S. Provisional Patent Application Ser. No. 61/901,969 filed on Nov. 8, 2013, the contents of each of which are hereby incorporated herein by reference in their entirety.","p-0002","0001","PRIORITY CLAIM","h-0001","1","description","The invention claimed is:","claims","EN","v4.5 2014-04-03","US09648936-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09648937","B1","20170516","US","14582841","20141224","utility","14","20060101","A","B","26","D","1","00","F","I","20170516","US","B","H","Split-end tool","d2e53","19","1","Tucson","US","US","001","applicant","us-only","Echerivel","Luis V","Tucson","US","001","us-only","abstract","Field of the Invention","p-0002","0001","BACKGROUND OF THE INVENTION","h-0001","1","description","What is claimed is:","claims","EN","v4.5 2014-04-03","US09648937-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09648938","B2","20170516","US","14345784","20120912","utility","14","20060101","A","A","45","D","33","24","F","I","20170516","US","B","H","Cosmetic tool, retainer of cosmetic material and method of manufacturing cosmetic tool","d2e61","8","1","Yokohama","JP","JP","001","applicant","us-only","Takebayashi","Takafumi","Yokohama","JP","001","us-only","abstract","The present application discloses a cosmetic tool, a retainer of a cosmetic material and a method of manufacturing the cosmetic tool.","p-0002","0001","TECHNICAL FIELD","h-0001","1","description","The invention claimed is:","claims","EN","v4.5 2014-04-03","US09648938-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09648939","B2","20170516","US","14160771","20140122","utility","14","20060101","A","B","65","D","85","00","F","I","20170516","US","B","H","Powder bag structure","d2e90","20","1","New Taipei","TW","TW","001","applicant","us-only","Shieh","Jang-Tian","New Taipei","TW","001","us-only","abstract","The present invention relates to a powder bag, and in particular relates to a climbing chalk bag.","p-0002","0001","FIELD","h-0001","1","description","What is claimed is:","claims","EN","v4.5 2014-04-03","US09648939-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09648940","B2","20170516","US","13983408","20120207","utility","13","20060101","A","A","45","F","3","14","F","I","20170516","US","B","H","Foldable carrying device","d2e61","12","1","Asker","NO","NO","001","applicant","us-only","Arstad","Christian","Asker","NO","001","us-only","abstract","This application is a 371 of PCT/NO2012/000015 filed on Feb. 7, 2012, published on Aug. 16, 2012 under publication number WO 2012/108774, which claims priority benefits from Norwegian Patent Application Number 2011 0293 filed Feb. 7, 2011, the disclosure of which is incorporated herein by reference.","p-0002","0001","FIELD OF THE INVENTION","h-0001","1","description","The invention claimed is:","claims","EN","v4.5 2014-04-03","US09648940-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09648941","B1","20170516","US","14945808","20151119","utility","14","20060101","A","A","45","F","5","02","F","I","20170516","US","B","H","Magnetic tool belt and wrist strap kit","d2e43","10","1","West Park","US","US","001","applicant","us-only","Gonzalez","Sergio","West Park","US","001","us-only","abstract","Not Applicable","p-0002","0001","CROSS-REFERENCE TO RELATED APPLICATIONS","h-0001","1","description","What is claimed is:","claims","EN","v4.5 2014-04-03","US09648941-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09648942","B2","20170516","US","14829141","20150818","utility","14","20060101","A","A","46","B","5","00","F","I","20170516","US","B","H","Toothbrush","d2e43","10","1","Minneapolis","US","US","001","applicant","us-only","Nadeau","Richard","St. Paul","US","001","us-only","abstract","This application claims the benefit of U.S. Ser. No. 62/039,133, filed on Aug. 19, 2014, the entirety of which is hereby incorporated by reference.","p-0002","0001","CROSS-REFERENCE TO RELATED APPLICATIONS","h-0001","1","description","What is claimed is:","claims","EN","v4.5 2014-04-03","US09648942-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09648943","B2","20170516","US","14962032","20151208","utility","14","20060101","A","A","46","B","11","04","F","I","20170516","US","B","H","Fluid dispensing oral care implement","d2e43","20","1","New York","US","US","001","applicant","us-only","Jimenez","Eduardo","Manalapan","US","001","us-only","abstract","The present application is a continuation of U.S. patent application Ser. No. 13/846,686, filed Mar. 18, 2013, which is a continuation of U.S. patent application Ser. No. 12/717,755, filed Mar. 4, 2010 (now U.S. Pat. No. 8,398,326), the entireties of which are hereby incorporated by reference.","p-0002","0001","CROSS-REFERENCE TO RELATED PATENT APPLICATIONS","h-0001","1","description","What is claimed is:","claims","EN","v4.5 2014-04-03","US09648943-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09648944","B2","20170516","US","14522612","20141024","utility","14","20060101","A","A","46","B","11","00","F","I","20170516","US","B","H","Self moistening brush","d2e53","17","1","The Valley","AI","AI","001","applicant","us-only","Babrow","Vernon Kennedy","The Valley","AI","001","us-only","abstract","Not Applicable","p-0002","0001","CROSS-REFERENCE TO RELATED APPLICATIONS","h-0001","1","description","What is claimed is:","claims","EN","v4.5 2014-04-03","US09648944-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09648945","B2","20170516","US","14269519","20140505","utility","14","20060101","A","A","61","C","17","22","F","I","20170516","US","B","H","System for operating modes for an electric toothbrush","d2e53","7","1","Eindhoven","NL","NL","001","applicant","us-only","Cook","Charles B.","Seattle","US","001","us-only","abstract","This application is a divisional of co-pending U.S. patent application Ser. No. 12/297,656, filed Feb. 9, 2009 which is a U.S. National Stage Application under 35 U.S.C. §371 of International Application No. PCT/IB2007/001047, filed Apr. 20, 2007 and U.S. Provisional Ser. No. 60/793,902 filed Apr. 20, 2006.","p-0002","0001","CROSS REFERENCE TO RELATED CASES","h-0001","1","description","What is claimed is:","claims","EN","v4.5 2014-04-03","US09648945-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09648946","B2","20170516","US","14598386","20150116","utility","14","20060101","A","A","46","B","17","06","F","I","20170516","US","B","H","Bottle for disinfecting toothbrush","d2e43","5","1","Carlstadt","US","US","001","applicant","us-only","Llewellyn","Dan","Carlstadt","US","001","us-only","abstract","This application is a division of U.S. Ser. No. 13/489,519, filed Jun. 6, 2012 which claims the benefit of priority to U.S. Provisional Application No. 61/520,330, filed Jun. 8, 2011, the disclosures of which are herein incorporated by reference in their entireties.","p-0002","0001","CROSS REFERENCE TO RELATED APPLICATIONS","h-0001","1","description","What is claimed is:","claims","EN","v4.5 2014-04-03","US09648946-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09648947","B2","20170516","US","15257460","20160906","utility","15","20060101","A","A","47","B","5","00","F","I","20170516","US","B","H","Method and apparatus for a one-legged table assembly","d2e43","17","1","Fort Lauderdale","US","US","001","applicant","us-only","Wetzstein","John Michael","Fort Lauderdale","US","001","us-only","abstract","This application claims priority to U.S. Provisional Patent Application No. 62/232,127 filed Sep. 24, 2015, the entirety of which is incorporated by reference.","p-0002","0001","CROSS-REFERENCE TO RELATED APPLICATION","h-0001","1","description","What is claimed is:","claims","EN","v4.5 2014-04-03","US09648947-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09648948","B2","20170516","US","14968608","20151214","utility","14","20060101","A","A","47","B","37","00","F","I","20170516","US","B","H","Work station","d2e51","20","1","Stafford","US","US","001","applicant","us-only","Fish","Scott A.","Stafford","US","001","us-only","abstract","This application is a continuation application of U.S. patent application Ser. No. 14/094,540 filed Dec. 2, 2013, which is incorporated by reference herein in its entirety.","p-0002","0001","CROSS-REFERENCE TO RELATED APPLICATIONS","h-0001","1","description","What is claimed is:","claims","EN","v4.5 2014-04-03","US09648948-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09648949","B1","20170516","US","15043964","20160215","utility","15","20060101","A","A","47","F","3","14","F","I","20170516","US","B","H","Vinyl wrap hanger and stand","d2e43","17","1","Fallbrook","US","US","001","applicant","us-only","Penaflor","Ronaldo Green","Fallbrook","US","001","us-only","abstract","The present invention relates to a vinyl wrap hanger and stand used for installing vinyl sheets having an adhesive liner to motor vehicles and personal motor crafts.","p-0002","0001","FIELD OF THE INVENTION","h-0001","1","description","What is claimed is what is described and illustrated, including:","claims","EN","v4.5 2014-04-03","US09648949-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09648950","B2","20170516","US","15238998","20160817","utility","15","20060101","A","A","47","B","95","00","F","I","20170516","US","B","H","Device for moving a movable furniture part in an opening direction in relation to a basic furniture structure of an item of furniture","d2e61","12","1","Hoechst","AT","AT","001","applicant","us-only","Albrecht","Markus","Lustenau","AT","001","us-only","abstract","This application claims the benefit under 35 USC §119(a)-(d) of German Application No. 20 2015 104 437.2 filed Aug. 21, 2015, the entirety of which is incorporated herein by reference.","p-0002","0001","FIELD OF THE INVENTION","h-0001","1","description","The invention claimed is:","claims","EN","v4.5 2014-04-03","US09648950-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09648951","B2","20170516","US","15239042","20160817","utility","15","20060101","A","A","47","B","95","00","F","I","20170516","US","B","H","Device for moving a movable furniture part, and item of furniture","d2e61","12","1","Hoechst","AT","AT","001","applicant","us-only","Albrecht","Markus","Lustenau","AT","001","us-only","abstract","This application claims the benefit under 35 USC §119(a)-(d) of German Application No. 20 2015 104 440.2 filed Aug. 21, 2015, the entirety of which is incorporated herein by reference.","p-0002","0001","FIELD OF THE INVENTION","h-0001","1","description","The invention claimed is:","claims","EN","v4.5 2014-04-03","US09648951-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09648952","B2","20170516","US","14566917","20141211","utility","14","20060101","A","A","47","B","88","04","F","I","20170516","US","B","H","Pressure release slide latch mechanism","d2e53","17","1","Bossier City","US","US","001","applicant","us-only","Nuckolls","Grant","Bossier City","US","001","us-only","abstract","This application is a Continuation-In-Part of application Ser. No. 14/281,643, filed May 19, 2014, which is a Continuation-In-Part of application Ser. No. 13/460,197, filed Apr. 30, 2012, now abandoned. Each patent application identified above is incorporated here by reference in its entirety to provide continuity of disclosure.","p-0002","0001","CROSS-REFERENCE TO RELATED APPLICATIONS","h-0001","1","description","The invention claimed is:","claims","EN","v4.5 2014-04-03","US09648952-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09648953","B1","20170516","US","15368453","20161202","utility","15","20060101","A","A","47","F","5","14","F","I","20170516","US","B","H","Collapsible hanging storage assembly","d2e43","10","1","Walnut","US","US","001","applicant","us-only","Kuo","Hung-Chih","Walnut","US","001","us-only","abstract","The present invention relates generally to a collapsible hanging storage assembly. More so, the present invention relates to a hanging storage assembly that is adapted to be hung beneath a desk or flat surface, and used as a general storage unit for storing and accessing letters, files, stationery, writing instruments, computer related devices, and other office related items; whereby the hanging storage assembly comprises panels that collapse for stowage and can be shipped in a disassembled condition, and also easily constructed by interlocking the various panels and fastening mechanisms that make up the hanging storage assembly.","p-0002","0001","FIELD OF THE INVENTION","h-0001","1","description","What is claimed is:","claims","EN","v4.5 2014-04-03","US09648953-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09648954","B2","20170516","US","15047398","20160218","utility","15","20060101","A","A","47","F","5","00","F","I","20170516","US","B","H","Sliding shelf containment system and method","d2e43","20","1","Henderson","US","US","001","applicant","us-only","Pirkl","Gerald W.","Henderson","US","001","us-only","abstract","This application is a divisional of U.S. patent application Ser. No. 14/537,900 filed on Nov. 10, 2014 by Gerald William Pirkl, titled “SLIDING SHELF CONTAINMENT SYSTEM” (which issued as U.S. Pat. No. 9,277,819 on Mar. 8, 2016), which is incorporated herein by reference in its entirety, and which claims priority benefit of U.S. Provisional Patent Application No. 61/908,188 filed Nov. 25, 2013 by Gerald W. Pirkl, titled “SLIDING SHELF CONTAINMENT SYSTEM,” and of U.S. Provisional Patent Application No. 61/965,331 filed Jan. 29, 2014 by Gerald William Pirkl, titled “SLIDING SHELF CONTAINMENT SYSTEM.”","p-0002","0001","CROSS-REFERENCE TO RELATED APPLICATIONS","h-0001","1","description","What is claimed is:","claims","EN","v4.5 2014-04-03","US09648954-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09648955","B2","20170516","US","14816011","20150802","utility","14","20060101","A","B","60","N","2","02","F","I","20170516","US","B","H","Chair back elevation adjustment structure","d2e53","10","1","Dongguan","CN","CN","001","applicant","us-only","Su","Chih-Cheng","Dongguan","CN","001","us-only","abstract","1. Technical Field The invention relates to chairs, particularly to chair backs.","p-0002","0001","BACKGROUND OF THE INVENTION","h-0001","1","description","What is claimed is:","claims","EN","v4.5 2014-04-03","US09648955-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09648956","B2","20170516","US","14515097","20141015","utility","14","20060101","A","A","47","C","7","46","F","I","20170516","US","B","H","Conforming back for a seating unit","d2e51","6","1","Grand Rapids","US","US","001","applicant","us-only","Peterson","Gordon J.","Rockford","US","001","us-only","abstract","This application is a continuation of, and claims priority from, and incorporates the disclosure of U.S. patent application Ser. No. 12/454,995, filed May 26, 2009, which claims priority to U.S. Provisional Patent Application No. 61/056,051, filed May 26, 2008.","p-0002","0001","CROSS REFERENCE TO RELATED APPLICATIONS","h-0001","1","description","What is claimed is:","claims","EN","v4.5 2014-04-03","US09648956-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09648957","B2","20170516","US","14818425","20150805","utility","14","20060101","A","A","47","C","1","024","F","I","20170516","US","B","H","Chair with back tilt adjustment structure","d2e53","5","1","Dongguan","CN","CN","001","applicant","us-only","Su","Chih-Cheng","Dongguan","CN","001","us-only","abstract","1. Technical Field","p-0002","0001","BACKGROUND OF THE INVENTION","h-0001","1","description","What is claimed is:","claims","EN","v4.5 2014-04-03","US09648957-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09648958","B2","20170516","US","15134663","20160421","utility","15","20060101","A","A","47","C","9","10","F","I","20170516","US","B","H","Foldable stool with handle and lock","d2e43","20","1","Orem","US","US","001","applicant","us-only","Pectol","Matthew","Fruit Heights","US","001","us-only","abstract","Priority is claimed to copending U.S. Provisional Patent Application Ser. No. 62/153,977, filed Apr. 28, 2015, which is hereby incorporated herein by reference in its entirety.","p-0002","0001","PRIORITY CLAIM","h-0001","1","description","What is claimed is:","claims","EN","v4.5 2014-04-03","US09648958-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
